"type","period","household","individual","adm0","adm1_dep","adm2_dep","reason","adm1_arr","adm2_arr","ADM2_ID","adm3_arr","ADM3_ID2","adm0_arr"
"idp","in 2014",7,28,"Nigeria","TARABA","WUKARI","Clash","BAUCHI","SHIRA","NGA005016","KILBORI","NGA005016607","Nigeria"
"idp","in 2014",12,76,"Nigeria","BORNO","BAMA","Clash","BAUCHI","SHIRA","NGA005016","SHIRA","NGA005016608","Nigeria"
"idp","in 2014",98,744,"Nigeria","BORNO","BAMA","Insurgency","BAUCHI","SHIRA","NGA005016","SHIRA","NGA005016608","Nigeria"
"idp","in 2014",15,105,"Nigeria","YOBE","GUJBA","Insurgency","BAUCHI","SHIRA","NGA005016","TSAFI","NGA005016609","Nigeria"
"idp","in 2014",6,27,"Nigeria","BORNO","KONDUGA","Insurgency","BAUCHI","SHIRA","NGA005016","TUMFAFI","NGA005016610","Nigeria"
"idp","in 2014",2,19,"Nigeria","BORNO","GUBIO","Insurgency","BAUCHI","SHIRA","NGA005016","ZUBO","NGA005016611","Nigeria"
"idp",2011,174,880,"Nigeria","BAUCHI","TAFAWA BALEWA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","KARDAM ""A""","NGA005017701","Nigeria"
"idp","Before 2014",835,4191,"Nigeria","PLATEAU","JOS EAST","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","KARDAM ""B""","NGA005017702","Nigeria"
"idp","in 2014",66,477,"Nigeria","PLATEAU","BARIKIN LADI","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","LERE NORTH","NGA005017703","Nigeria"
"idp",2011,66,662,"Nigeria","PLATEAU","SHENDAM","Insurgency","BAUCHI","TAFAWA BALEWA","NGA005017","LERE  SOUTH","NGA005017704","Nigeria"
"idp",2011,112,899,"Nigeria","PLATEAU","SHENDAM","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","LERE  SOUTH","NGA005017704","Nigeria"
"idp","Before 2014",96,718,"Nigeria","NASARAWA","LAFIA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","TAPSHIN","NGA005017705","Nigeria"
"idp",2011,93,561,"Nigeria","BORNO","BAMA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","WAI","NGA005017706","Nigeria"
"idp",2011,153,921,"Nigeria","BORNO","BAMA","Insurgency","BAUCHI","TAFAWA BALEWA","NGA005017","WAI","NGA005017706","Nigeria"
"idp",2011,157,683,"Nigeria","PLATEAU","SHENDAM","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","BALL","NGA005017707","Nigeria"
"idp",2011,213,1508,"Nigeria","BAUCHI","TAFAWA BALEWA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","BULA","NGA005017708","Nigeria"
"idp",2011,215,928,"Nigeria","BAUCHI","TAFAWA BALEWA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","DAJIN","NGA005017709","Nigeria"
"idp",2011,417,2915,"Nigeria","BAUCHI","TAFAWA BALEWA","Clash","BAUCHI","TAFAWA BALEWA","NGA005017","BUNUNU","NGA005017711","Nigeria"
"idp","Before 2014",592,2950,"Nigeria","PLATEAU","JOS SOUTH","Insurgency","BAUCHI","TORO","NGA005018","TORO / TULAI","NGA005018801","Nigeria"
"idp","Before 2014",113,889,"Nigeria","PLATEAU","JOS SOUTH","Clash","BAUCHI","TORO","NGA005018","TILDEN FULANI","NGA005018802","Nigeria"
"idp","Before 2014",162,1300,"Nigeria","PLATEAU","JOS SOUTH","Insurgency","BAUCHI","TORO","NGA005018","TILDEN FULANI","NGA005018802","Nigeria"
"idp","Before 2014",97,684,"Nigeria","PLATEAU","JOS SOUTH","Insurgency","BAUCHI","TORO","NGA005018","RIBINA","NGA005018803","Nigeria"
"idp","Before 2014",89,690,"Nigeria","PLATEAU","BARIKIN LADI","Clash","BAUCHI","TORO","NGA005018","MARA / PALAMA","NGA005018804","Nigeria"
"idp",2011,244,1299,"Nigeria","PLATEAU","JOS SOUTH","Clash","BAUCHI","TORO","NGA005018","JAMA'A / ZARANDA","NGA005018806","Nigeria"
"idp","Before 2014",23,123,"Nigeria","KADUNA","SANGA","Clash","BAUCHI","TORO","NGA005018","WONU","NGA005018808","Nigeria"
"idp","Before 2014",158,799,"Nigeria","PLATEAU","SHENDAM","Insurgency","BAUCHI","TORO","NGA005018","ZALAU / RISHI","NGA005018809","Nigeria"
"idp","Before 2014",145,998,"Nigeria","PLATEAU","BASSA","Insurgency","BAUCHI","TORO","NGA005018","RAHAMA","NGA005018811","Nigeria"
"idp","in 2014",11,49,"Nigeria","BORNO","KUKAWA","Clash","BAUCHI","WARJI","NGA005019","BAIMA NORTH / WEST","NGA005019901","Nigeria"
"idp","in 2014",21,181,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","WARJI","NGA005019","BAIMA NORTH / WEST","NGA005019901","Nigeria"
"idp","Before 2014",18,108,"Nigeria","TARABA","GASSOL","Clash","BAUCHI","WARJI","NGA005019","BAIMA  SOUTH/EAST","NGA005019902","Nigeria"
"idp","in 2014",39,392,"Nigeria","YOBE","POTISKUM","Insurgency","BAUCHI","WARJI","NGA005019","DAGU EAST","NGA005019903","Nigeria"
"idp","in 2014",19,147,"Nigeria","YOBE","DAMATURU","Insurgency","BAUCHI","WARJI","NGA005019","DAGU WEST","NGA005019904","Nigeria"
"idp","in 2015",4,17,"Nigeria","BORNO","ABADAM","Insurgency","BAUCHI","WARJI","NGA005019","GABANGA","NGA005019905","Nigeria"
"idp","in 2014",12,93,"Nigeria","YOBE","DAMATURU","Insurgency","BAUCHI","WARJI","NGA005019","KATANGA","NGA005019906","Nigeria"
"idp","in 2014",5,25,"Nigeria","BORNO","MAIDUGURI M. C.","Clash","BAUCHI","WARJI","NGA005019","TIYIN","NGA005019908","Nigeria"
"idp","in 2014",7,62,"Nigeria","BORNO","MAIDUGURI M. C.","Insurgency","BAUCHI","WARJI","NGA005019","TIYIN","NGA005019908","Nigeria"
"idp","in 2015",16,72,"Nigeria","BORNO","DAMBOA","Insurgency","BAUCHI","WARJI","NGA005019","TUDUN WADA WEST","NGA005019910","Nigeria"
"idp","in 2014",62,342,"Nigeria","YOBE","GUJBA","Insurgency","BAUCHI","ZAKI","NGA005020","BURSALI","NGA005020001","Nigeria"
"idp","in 2014",34,209,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","KATAGUM","NGA005020002","Nigeria"
"idp","in 2014",7,26,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","TASHENA / GADAI","NGA005020003","Nigeria"
"idp","in 2014",6,27,"Nigeria","ADAMAWA","MUBI NORTH","Insurgency","BAUCHI","ZAKI","NGA005020","MAKAWA","NGA005020004","Nigeria"
"idp","in 2014",35,138,"Nigeria","BORNO","ABADAM","Insurgency","BAUCHI","ZAKI","NGA005020","SAKWA","NGA005020005","Nigeria"
"idp","in 2014",6,35,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","GUMAI","NGA005020006","Nigeria"
"idp","in 2014",10,50,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","MURMUR NORTH","NGA005020007","Nigeria"
"idp","in 2014",17,68,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","MURMUR  SOUTH","NGA005020008","Nigeria"
"idp","in 2014",62,443,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","ALANGAWARI / KAFIN / LARABAWA","NGA005020009","Nigeria"
"idp","in 2014",75,394,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","MAIWA","NGA005020010","Nigeria"
"idp","in 2014",65,431,"Nigeria","BORNO","KUKAWA","Insurgency","BAUCHI","ZAKI","NGA005020","MAINAKO","NGA005020011","Nigeria"
"idp","in 2015",35,280,"Nigeria","BENUE","ADO","Natural Disaster","BENUE","ADO","NGA007001","EKILE","NGA007001103","Nigeria"
"idp","in 2014",320,2527,"Nigeria","BENUE","ADO","Clash","BENUE","ADO","NGA007001","ROYONGO","NGA007001108","Nigeria"
"idp","in 2015",6,78,"Nigeria","BENUE","AGATU","Natural Disaster","BENUE","AGATU","NGA007002","EGBA","NGA007002201","Nigeria"
"idp","in 2015",162,1942,"Nigeria","BENUE","AGATU","Clash","BENUE","AGATU","NGA007002","EGBA","NGA007002201","Nigeria"
"idp","in 2015",4,23,"Nigeria","BENUE","AGATU","Natural Disaster","BENUE","AGATU","NGA007002","OBAGAJI","NGA007002203","Nigeria"
"idp","in 2015",104,1281,"Nigeria","BENUE","AGATU","Clash","BENUE","AGATU","NGA007002","OBAGAJI","NGA007002203","Nigeria"
"idp","in 2015",82,978,"Nigeria","BENUE","AGATU","Clash","BENUE","AGATU","NGA007002","OGWULE-KADUNA","NGA007002206","Nigeria"
"idp","in 2015",5,57,"Nigeria","BENUE","AGATU","Natural Disaster","BENUE","AGATU","NGA007002","OKOKOLO","NGA007002208","Nigeria"
"idp","in 2015",51,714,"Nigeria","BENUE","AGATU","Clash","BENUE","AGATU","NGA007002","OKOKOLO","NGA007002208","Nigeria"
"idp","in 2015",2,18,"Nigeria","BENUE","AGATU","Natural Disaster","BENUE","AGATU","NGA007002","USHA","NGA007002210","Nigeria"
"idp","in 2015",102,1237,"Nigeria","BENUE","AGATU","Clash","BENUE","AGATU","NGA007002","USHA","NGA007002210","Nigeria"
"idp","Before 2014",103,668,"Nigeria","BENUE","APA","Natural Disaster","BENUE","APA","NGA007003","AKPETE/OJANTELLE","NGA007003301","Nigeria"
"idp","Before 2014",71,424,"Nigeria","BENUE","APA","Clash","BENUE","APA","NGA007003","AUKE","NGA007003302","Nigeria"
"idp","Before 2014",98,900,"Nigeria","BENUE","APA","Clash","BENUE","APA","NGA007003","IGAH-OKPAYA","NGA007003305","Nigeria"
"idp","Before 2014",95,555,"Nigeria","BENUE","APA","Natural Disaster","BENUE","APA","NGA007003","IKOBI","NGA007003307","Nigeria"
"idp","Before 2014",135,775,"Nigeria","BENUE","APA","Clash","BENUE","APA","NGA007003","UGBOKPO","NGA007003311","Nigeria"
"idp","in 2014",97,600,"Nigeria","TARABA","BALI","Clash","BENUE","BURUKU","NGA007004","BINEV","NGA007004401","Nigeria"
"idp","in 2015",2,10,"Nigeria","TARABA","WUKARI","Clash","BENUE","BURUKU","NGA007004","MBAAPEN","NGA007004405","Nigeria"
"idp","in 2014",130,1175,"Nigeria","TARABA","BALI","Clash","BENUE","BURUKU","NGA007004","MBAATIRKYAA","NGA007004406","Nigeria"
"idp","in 2014",39,330,"Nigeria","TARABA","IBI","Clash","BENUE","BURUKU","NGA007004","SHOROV","NGA007004413","Nigeria"
"idp","in 2014",35,275,"Nigeria","BENUE","GBOKO","Clash","BENUE","GBOKO","NGA007005","GBOKO EAST","NGA007005502","Nigeria"
"idp","in 2014",125,1557,"Nigeria","BENUE","GBOKO","Natural Disaster","BENUE","GBOKO","NGA007005","GBOKO NORTH WEST","NGA007005503","Nigeria"
"idp","in 2014",9,90,"Nigeria","NASARAWA","DOMA","Clash","BENUE","GWER EAST","NGA007007","ALIADE TOWN","NGA007007702","Nigeria"
"idp","Before 2014",2,10,"Nigeria","NASARAWA","LAFIA","Clash","BENUE","GWER EAST","NGA007007","IKYOGBAJIR","NGA007007704","Nigeria"
"idp","Before 2014",2,16,"Nigeria","NASARAWA","KEANA","Clash","BENUE","GWER EAST","NGA007007","IKYONOV","NGA007007705","Nigeria"
"idp","in 2014",1,6,"Nigeria","NASARAWA","LAFIA","Clash","BENUE","GWER EAST","NGA007007","MBAIKYAAN","NGA007007709","Nigeria"
"idp","in 2014",8,58,"Nigeria","BENUE","GUMA","Clash","BENUE","GWER EAST","NGA007007","MBALOM","NGA007007710","Nigeria"
"idp","Before 2014",53,424,"Nigeria","BENUE","GUMA","Clash","BENUE","GWER EAST","NGA007007","MBASOMBO","NGA007007711","Nigeria"
"idp","in 2014",8,51,"Nigeria","TARABA","GASSOL","Clash","BENUE","GWER EAST","NGA007007","SHOUGH","NGA007007713","Nigeria"
"idp","Before 2014",43,212,"Nigeria","BENUE","GWER WEST","Natural Disaster","BENUE","GWER WEST","NGA007008","IKYAGHEV","NGA007008804","Nigeria"
"idp","Before 2014",46,210,"Nigeria","BENUE","GWER WEST","Clash","BENUE","GWER WEST","NGA007008","MERKYEN","NGA007008810","Nigeria"
"idp","in 2014",28,229,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","IKURAV TIEV I","NGA007009901","Nigeria"
"idp","in 2014",30,206,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","IKURAV TIEV II","NGA007009902","Nigeria"
"idp","in 2014",49,441,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","MBACHER","NGA007009905","Nigeria"
"idp","in 2014",28,232,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","MBAJIR","NGA007009906","Nigeria"
"idp","Before 2014",42,210,"Nigeria","BENUE","KATSINA-ALA","Natural Disaster","BENUE","KATSINA-ALA","NGA007009","MBAYONGO","NGA007009908","Nigeria"
"idp","Before 2014",124,1235,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","MBAYONGO","NGA007009908","Nigeria"
"idp","Before 2014",234,967,"Nigeria","BENUE","KATSINA-ALA","Natural Disaster","BENUE","KATSINA-ALA","NGA007009","YOOYO","NGA007009912","Nigeria"
"idp","Before 2014",417,3590,"Nigeria","BENUE","KATSINA-ALA","Clash","BENUE","KATSINA-ALA","NGA007009","YOOYO","NGA007009912","Nigeria"
"idp","Before 2014",5,30,"Nigeria","TARABA","IBI","Natural Disaster","BENUE","KONSHISHA","NGA007010","IKYURAV/MBATWER","NGA007010001","Nigeria"
"idp","Before 2014",15,90,"Nigeria","TARABA","IBI","Clash","BENUE","KONSHISHA","NGA007010","IKYURAV/MBATWER","NGA007010001","Nigeria"
"idp","Before 2014",12,96,"Nigeria","TARABA","IBI","Clash","BENUE","KONSHISHA","NGA007010","MBAGUSA/MBATSER","NGA007010002","Nigeria"
"idp","Before 2014",25,150,"Nigeria","TARABA","IBI","Clash","BENUE","KONSHISHA","NGA007010","MBAIKYASE","NGA007010003","Nigeria"
"idp",2011,2,13,"Nigeria","TARABA","IBI","Insurgency","BENUE","KONSHISHA","NGA007010","MBANOR","NGA007010006","Nigeria"
"idp",2011,10,47,"Nigeria","TARABA","IBI","Clash","BENUE","KONSHISHA","NGA007010","MBANOR","NGA007010006","Nigeria"
"idp","Before 2014",3,12,"Nigeria","TARABA","IBI","Natural Disaster","BENUE","KONSHISHA","NGA007010","MBATSEN","NGA007010007","Nigeria"
"idp","Before 2014",27,138,"Nigeria","TARABA","IBI","Clash","BENUE","KONSHISHA","NGA007010","MBATSEN","NGA007010007","Nigeria"
"idp","in 2015",20,80,"Nigeria","BENUE","KONSHISHA","Natural Disaster","BENUE","KONSHISHA","NGA007010","MBAVOA","NGA007010008","Nigeria"
"idp","in 2015",10,62,"Nigeria","BENUE","KONSHISHA","Natural Disaster","BENUE","KONSHISHA","NGA007010","TSE-AGBERAGBA","NGA007010011","Nigeria"
"idp","in 2014",25,280,"Nigeria","BENUE","KWANDE","Clash","BENUE","KWANDE","NGA007011","MBADURA","NGA007011105","Nigeria"
"idp","in 2014",25,380,"Nigeria","BENUE","KWANDE","Clash","BENUE","KWANDE","NGA007011","MBAIKYOR","NGA007011107","Nigeria"
"idp","in 2014",120,2000,"Nigeria","BENUE","KWANDE","Clash","BENUE","KWANDE","NGA007011","MOON","NGA007011111","Nigeria"
"idp","in 2014",25,470,"Nigeria","BENUE","KWANDE","Clash","BENUE","KWANDE","NGA007011","YAAV","NGA007011115","Nigeria"
"idp","Before 2014",130,1500,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","MBADYUL","NGA007012201","Nigeria"
"idp","Before 2014",238,2354,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","MBATER","NGA007012203","Nigeria"
"idp","Before 2014",139,1532,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","MBAYAM","NGA007012204","Nigeria"
"idp","Before 2014",314,3400,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","MBAVUUR","NGA007012205","Nigeria"
"idp","Before 2014",251,2500,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","NENZEV","NGA007012206","Nigeria"
"idp","Before 2014",154,1825,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","TURAN","NGA007012208","Nigeria"
"idp","Before 2014",233,2164,"Nigeria","TARABA","IBI","Clash","BENUE","LOGO","NGA007012","YONOV","NGA007012210","Nigeria"
"idp","Before 2014",272,2204,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","AGAN","NGA007013301","Nigeria"
"idp","Before 2014",44,329,"Nigeria","BENUE","MAKURDI","Natural Disaster","BENUE","MAKURDI","NGA007013","ANKPA/WADATA","NGA007013302","Nigeria"
"idp","Before 2014",96,771,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","ANKPA/WADATA","NGA007013302","Nigeria"
"idp",2011,33,213,"Nigeria","BENUE","GUMA","Clash","BENUE","MAKURDI","NGA007013","BAR","NGA007013303","Nigeria"
"idp","Before 2014",132,1060,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","CENTRAL/SOUTH MISSION","NGA007013304","Nigeria"
"idp","Before 2014",297,2423,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","CLERKS/MARKET","NGA007013305","Nigeria"
"idp","Before 2014",244,1510,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","FILDI","NGA007013306","Nigeria"
"idp","Before 2014",191,1607,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","NORTH BANK I","NGA007013309","Nigeria"
"idp","Before 2014",244,2032,"Nigeria","BENUE","MAKURDI","Clash","BENUE","MAKURDI","NGA007013","NORTH BANK II","NGA007013310","Nigeria"
"idp","Before 2014",89,738,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","ADIKO","NGA007014401","Nigeria"
"idp","Before 2014",296,887,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","ADUM WEST","NGA007014402","Nigeria"
"idp","Before 2014",176,528,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","ITOGO","NGA007014405","Nigeria"
"idp","Before 2014",139,664,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","OBARIKE","NGA007014406","Nigeria"
"idp","Before 2014",109,651,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","OBEKO","NGA007014407","Nigeria"
"idp","Before 2014",16,128,"Nigeria","BENUE","OBI","Clash","BENUE","OBI","NGA007014","ODIAPA","NGA007014408","Nigeria"
"idp","Before 2014",21,189,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","ODIAPA","NGA007014408","Nigeria"
"idp","Before 2014",114,912,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","OGORE","NGA007014409","Nigeria"
"idp","Before 2014",104,379,"Nigeria","BENUE","OBI","Clash","BENUE","OBI","NGA007014","OKPOKWU","NGA007014410","Nigeria"
"idp","Before 2014",146,506,"Nigeria","BENUE","OBI","Natural Disaster","BENUE","OBI","NGA007014","OKPOKWU","NGA007014410","Nigeria"
"idp","Before 2014",101,505,"Nigeria","BENUE","OJU","Natural Disaster","BENUE","OJU","NGA007016","ADOKPA","NGA007016601","Nigeria"
"idp","Before 2014",920,3790,"Nigeria","BENUE","OJU","Natural Disaster","BENUE","OJU","NGA007016","IBILLA","NGA007016603","Nigeria"
"idp","Before 2014",250,950,"Nigeria","BENUE","OJU","Natural Disaster","BENUE","OJU","NGA007016","IYECHE","NGA007016605","Nigeria"
"idp","Before 2014",72,305,"Nigeria","BENUE","OJU","Natural Disaster","BENUE","OJU","NGA007016","OJU","NGA007016607","Nigeria"
"idp","Before 2014",81,477,"Nigeria","BENUE","OHIMINI","Natural Disaster","BENUE","OHIMINI","NGA007017","AGADAGBA","NGA007017701","Nigeria"
"idp","Before 2014",127,670,"Nigeria","BENUE","OHIMINI","Natural Disaster","BENUE","OHIMINI","NGA007017","IDEKPA","NGA007017705","Nigeria"
"idp","Before 2014",119,645,"Nigeria","BENUE","OHIMINI","Natural Disaster","BENUE","OHIMINI","NGA007017","OGLEWU EHAJE","NGA007017707","Nigeria"
"idp","Before 2014",67,201,"Nigeria","BENUE","OHIMINI","Clash","BENUE","OHIMINI","NGA007017","OGLEWU ICHO","NGA007017708","Nigeria"
"idp","Before 2014",102,528,"Nigeria","BENUE","OHIMINI","Natural Disaster","BENUE","OHIMINI","NGA007017","OGLEWU ICHO","NGA007017708","Nigeria"
"idp","Before 2014",92,328,"Nigeria","BENUE","OHIMINI","Natural Disaster","BENUE","OHIMINI","NGA007017","ONYAGEDE-EHAJE (ALLE)","NGA007017709","Nigeria"
"idp","Before 2014",48,144,"Nigeria","BENUE","OTUKPO","Natural Disaster","BENUE","OTUKPO","NGA007019","ADOKA-ICHO","NGA007019901","Nigeria"
"idp","Before 2014",120,360,"Nigeria","BENUE","OTUKPO","Natural Disaster","BENUE","OTUKPO","NGA007019","ADOKA-HAJE","NGA007019902","Nigeria"
"idp","Before 2014",133,266,"Nigeria","BENUE","OTUKPO","Natural Disaster","BENUE","OTUKPO","NGA007019","OTUKPO TOWN CENTRAL","NGA007019908","Nigeria"
"idp","Before 2014",32,96,"Nigeria","BENUE","OTUKPO","Natural Disaster","BENUE","OTUKPO","NGA007019","UGBOJU-ICHO","NGA007019912","Nigeria"
"idp","Before 2014",60,180,"Nigeria","BENUE","OTUKPO","Natural Disaster","BENUE","OTUKPO","NGA007019","UGBOJU-OTAHE","NGA007019913","Nigeria"
"idp","in 2014",8,45,"Nigeria","TARABA","WUKARI","Clash","BENUE","TARKA","NGA007020","MBAAJIR AKAA","NGA007020001","Nigeria"
"idp","in 2014",5,27,"Nigeria","TARABA","BALI","Clash","BENUE","TARKA","NGA007020","MBAAYO","NGA007020002","Nigeria"
"idp","in 2014",8,48,"Nigeria","TARABA","WUKARI","Clash","BENUE","TARKA","NGA007020","MBACHAVER IKYONDO","NGA007020003","Nigeria"
"idp","in 2014",5,30,"Nigeria","TARABA","GASSOL","Clash","BENUE","TARKA","NGA007020","MBAIKYAA","NGA007020005","Nigeria"
"idp","in 2015",23,120,"Nigeria","BENUE","BURUKU","Clash","BENUE","TARKA","NGA007020","MBAIKYO/MBAYIA","NGA007020006","Nigeria"
"idp","in 2015",3,18,"Nigeria","TARABA","BALI","Clash","BENUE","TARKA","NGA007020","MBAKWAKEM","NGA007020007","Nigeria"
"idp","in 2014",11,67,"Nigeria","TARABA","WUKARI","Clash","BENUE","TARKA","NGA007020","MBANYAGBER","NGA007020008","Nigeria"
"idp","in 2014",8,46,"Nigeria","BENUE","BURUKU","Clash","BENUE","TARKA","NGA007020","SHITILE","NGA007020009","Nigeria"
"idp","Before 2014",68,500,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","ATERAYANGE","NGA007021101","Nigeria"
"idp","Before 2014",123,1787,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","AZENDESHI","NGA007021102","Nigeria"
"idp","Before 2014",134,1587,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","BORIKYO","NGA007021103","Nigeria"
"idp","Before 2014",87,945,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","ITYULUV","NGA007021104","Nigeria"
"idp","Before 2014",183,1725,"Nigeria","TARABA","DONGA","Clash","BENUE","UKUM","NGA007021","LUMBUV","NGA007021107","Nigeria"
"idp","Before 2014",125,1394,"Nigeria","TARABA","DONGA","Clash","BENUE","UKUM","NGA007021","MBATIAN","NGA007021108","Nigeria"
"idp","Before 2014",221,2069,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","MBAYENGE","NGA007021109","Nigeria"
"idp","Before 2014",129,1143,"Nigeria","TARABA","DONGA","Clash","BENUE","UKUM","NGA007021","MBAZUN","NGA007021110","Nigeria"
"idp","Before 2014",110,1252,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","TSAAV","NGA007021111","Nigeria"
"idp","in 2014",10,80,"Nigeria","TARABA","IBI","Clash","BENUE","UKUM","NGA007021","UGBAAM","NGA007021112","Nigeria"
"idp","Before 2014",139,1620,"Nigeria","TARABA","DONGA","Clash","BENUE","UKUM","NGA007021","UYAM","NGA007021113","Nigeria"
"idp","in 2014",21,325,"Nigeria","BORNO","GWOZA","Insurgency","BORNO","ASKIRA / UBA","NGA008002","ASKIRA EAST","NGA008002201","Nigeria"
"idp","in 2015",27,231,"Nigeria","BORNO","KWAYA / KUSAR","Insurgency","BORNO","ASKIRA / UBA","NGA008002","CHUL / RUMIRGO","NGA008002202","Nigeria"
"idp","in 2015",285,1033,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","ASKIRA / UBA","NGA008002","LASSA","NGA008002206","Nigeria"
"idp","in 2015",362,2403,"Nigeria","BORNO","GWOZA","Insurgency","BORNO","ASKIRA / UBA","NGA008002","UBA","NGA008002210","Nigeria"
"idp","in 2014",199,2211,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","ASKIRA / UBA","NGA008002","UDA / UVU","NGA008002211","Nigeria"
"idp","in 2014",345,3935,"Nigeria","BORNO","GWOZA","Insurgency","BORNO","ASKIRA / UBA","NGA008002","WAMDEO / GIWI","NGA008002212","Nigeria"
"idp","in 2015",4,41,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","BAYO","NGA008004","BALBAYA","NGA008004401","Nigeria"
"idp","in 2015",23,186,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","BAYO","NGA008004","BRIYEL","NGA008004402","Nigeria"
"idp","in 2014",6,51,"Nigeria","BORNO","HAWUL","Insurgency","BORNO","BAYO","NGA008004","FIKAYEL","NGA008004403","Nigeria"
"idp","in 2015",16,123,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","BAYO","NGA008004","GAMADADI","NGA008004404","Nigeria"
"idp","in 2015",8,65,"Nigeria","BORNO","HAWUL","Insurgency","BORNO","BAYO","NGA008004","JARA GOL","NGA008004405","Nigeria"
"idp","in 2015",2,17,"Nigeria","YOBE","FIKA","Insurgency","BORNO","BAYO","NGA008004","JARA DALI","NGA008004406","Nigeria"
"idp","in 2014",6,47,"Nigeria","YOBE","GUJBA","Insurgency","BORNO","BAYO","NGA008004","LIMANTI","NGA008004407","Nigeria"
"idp","in 2014",8,62,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","BAYO","NGA008004","WUYO","NGA008004409","Nigeria"
"idp","in 2014",1249,9459,"Nigeria","BORNO","HAWUL","Insurgency","BORNO","BIU","NGA008005","DUGJA","NGA008005503","Nigeria"
"idp","in 2014",2457,17284,"Nigeria","BORNO","DAMBOA","Insurgency","BORNO","BIU","NGA008005","KENKEN","NGA008005506","Nigeria"
"idp","in 2014",438,3329,"Nigeria","BORNO","HAWUL","Insurgency","BORNO","BIU","NGA008005","SULUMTHLA","NGA008005509","Nigeria"
"idp","in 2015",372,2580,"Nigeria","BORNO","HAWUL","Insurgency","BORNO","BIU","NGA008005","YAWI","NGA008005510","Nigeria"
